0.5	0.0	499.0	
0.5	0.002	79.0	
0.5	0.004	63.0	
0.5	0.006	51.0	
0.5	0.008	52.0	
0.5	0.01	57.0	
0.5	0.012	50.0	
0.5	0.014	48.0	
0.5	0.016	66.0	
0.5	0.018	62.0	
0.5	0.02	62.0	
0.5	0.022	92.0	
0.5	0.024	121.0	
0.5	0.026	499.0	
0.5	0.028	499.0	
0.52	0.0	499.0	
0.52	0.002	69.0	
0.52	0.004	57.0	
0.52	0.006	56.0	
0.52	0.008	58.0	
0.52	0.01	51.0	
0.52	0.012	48.0	
0.52	0.014	47.0	
0.52	0.016	59.0	
0.52	0.018	46.0	
0.52	0.02	50.0	
0.52	0.022	57.0	
0.52	0.024	174.0	
0.52	0.026	127.0	
0.52	0.028	73.0	

0.54	0.0	499.0	
0.54	0.002	72.0	
0.54	0.004	57.0	
0.54	0.006	54.0	
0.54	0.008	51.0	
0.54	0.01	51.0	
0.54	0.012	47.0	
0.54	0.014	51.0	
0.54	0.016	49.0	
0.54	0.018	47.0	
0.54	0.02	58.0	
0.54	0.022	74.0	
0.54	0.024	124.0	
0.54	0.026	238.0	
0.54	0.028	499.0	
0.56	0.0	499.0	
0.56	0.002	71.0	
0.56	0.004	67.0	
0.56	0.006	53.0	
0.56	0.008	49.0	
0.56	0.01	51.0	
0.56	0.012	52.0	
0.56	0.014	53.0	
0.56	0.016	52.0	
0.56	0.018	48.0	
0.56	0.02	90.0	
0.56	0.022	47.0	
0.56	0.024	102.0	
0.56	0.026	175.0	
0.56	0.028	499.0	

0.58	0.0	499.0	
0.58	0.002	76.0	
0.58	0.004	59.0	
0.58	0.006	52.0	
0.58	0.008	52.0	
0.58	0.01	51.0	
0.58	0.012	49.0	
0.58	0.014	49.0	
0.58	0.016	62.0	
0.58	0.018	58.0	
0.58	0.02	63.0	
0.58	0.022	79.0	
0.58	0.024	87.0	
0.58	0.026	158.0	
0.58	0.028	238.0	
0.6	0.0	499.0	
0.6	0.002	75.0	
0.6	0.004	65.0	
0.6	0.006	55.0	
0.6	0.008	57.0	
0.6	0.01	52.0	
0.6	0.012	48.0	
0.6	0.014	45.0	
0.6	0.016	51.0	
0.6	0.018	50.0	
0.6	0.02	75.0	
0.6	0.022	63.0	
0.6	0.024	58.0	
0.6	0.026	72.0	
0.6	0.028	499.0	

0.62	0.0	499.0	
0.62	0.002	102.0	
0.62	0.004	58.0	
0.62	0.006	49.0	
0.62	0.008	51.0	
0.62	0.01	49.0	
0.62	0.012	50.0	
0.62	0.014	55.0	
0.62	0.016	50.0	
0.62	0.018	44.0	
0.62	0.02	64.0	
0.62	0.022	60.0	
0.62	0.024	75.0	
0.62	0.026	185.0	
0.62	0.028	458.0	
0.64	0.0	499.0	
0.64	0.002	73.0	
0.64	0.004	59.0	
0.64	0.006	55.0	
0.64	0.008	52.0	
0.64	0.01	52.0	
0.64	0.012	48.0	
0.64	0.014	46.0	
0.64	0.016	44.0	
